year,DriverId,Number,code,forename,surname,dob,nationality,url
1959,cabianca,,,Giulio,Cabianca,1923-02-19,Italian,http://en.wikipedia.org/wiki/Giulio_Cabianca
1959,cabral,,,Mário de Araújo,Cabral,1934-01-15,Portuguese,http://en.wikipedia.org/wiki/Mario_de_Araujo_Cabral
1959,cade,,,Phil,Cade,1916-06-12,American,http://en.wikipedia.org/wiki/Phil_Cade
1959,darter,,,Duane,Carter,1913-05-05,American,http://en.wikipedia.org/wiki/Duane_Carter
1959,cheesbourg,,,Bill,Cheesbourg,1927-06-12,American,http://en.wikipedia.org/wiki/Bill_Cheesbourg
1959,christie,,,Bob,Christie,1924-04-04,American,http://en.wikipedia.org/wiki/Bob_Christie_(racing_driver)
1959,constantine,,,George,Constantine,1918-02-22,American,http://en.wikipedia.org/wiki/George_Constantine
1959,ray_crawford,,,Ray,Crawford,1915-10-26,American,http://en.wikipedia.org/wiki/Ray_Crawford
1959,orey,,,Fritz,d'Orey,1938-03-25,Brazilian,http://en.wikipedia.org/wiki/Fritz_d%27Orey
1959,davis,,,Colin,Davis,1933-07-29,British,http://en.wikipedia.org/wiki/Colin_Davis_(driver)
1959,daywalt,,,Jimmy,Daywalt,1924-08-28,American,http://en.wikipedia.org/wiki/Jimmy_Daywalt
1959,beaufort,,,Carel Godin,de Beaufort,1934-04-10,Dutch,http://en.wikipedia.org/wiki/Carel_Godin_de_Beaufort
1959,Changy,,,Alain,de Changy,1922-02-05,Belgian,http://en.wikipedia.org/wiki/Alain_de_Changy
1959,filippis,,,Maria,de Filippis,1926-11-11,Italian,http://en.wikipedia.org/wiki/Maria_Teresa_de_Filippis
1959,tomaso,,,Alessandro,de Tomaso,1928-07-10,Argentine-Italian,http://en.wikipedia.org/wiki/Alessandro_de_Tomaso
1959,fairman,,,Jack,Fairman,1913-03-15,British,http://en.wikipedia.org/wiki/Jack_Fairman
1959,flaherty,,,Pat,Flaherty,1926-01-06,American,http://en.wikipedia.org/wiki/Pat_Flaherty_(racing_driver)
1959,flockhart,,,Ron,Flockhart,1923-06-16,British,http://en.wikipedia.org/wiki/Ron_Flockhart_(auto_racing)
1959,fontes,,,Azdrubal,Fontes,1922-12-26,Uruguayan,http://en.wikipedia.org/wiki/Azdrubal_Fontes
1959,foyt,,,Anthony,Foyt,1935-01-16,American,http://en.wikipedia.org/wiki/A.J._Foyt
1959,freeland,,,Don,Freeland,1925-03-25,American,http://en.wikipedia.org/wiki/Don_Freeland
1959,gendebien,,,Olivier,Gendebien,1924-01-12,Belgian,http://en.wikipedia.org/wiki/Olivier_Gendebien
1959,goldsmith,,,Paul,Goldsmith,1925-10-02,American,http://en.wikipedia.org/wiki/Paul_Goldsmith
1959,greene,,,Keith,Greene,1938-01-05,British,http://en.wikipedia.org/wiki/Keith_Greene
1959,gregory,,,Masten,Gregory,1932-02-29,American,http://en.wikipedia.org/wiki/Masten_Gregory
1959,grim,,,Bobby,Grim,1924-09-04,American,http://en.wikipedia.org/wiki/Bobby_Grim
1959,gurney,,,Dan,Gurney,1931-04-13,American,http://en.wikipedia.org/wiki/Dan_Gurney
1959,halford,,,Bruce,Halford,1931-05-18,British,http://en.wikipedia.org/wiki/Bruce_Halford
1959,hartley,,,Gene,Hartley,1926-01-28,American,http://en.wikipedia.org/wiki/Gene_Hartley
1959,herman,,,Al,Herman,1927-03-15,American,http://en.wikipedia.org/wiki/Al_Herman
1959,herrmann,,,Hans,Herrmann,1928-02-23,German,http://en.wikipedia.org/wiki/Hans_Herrmann
1959,hill,,,Graham,Hill,1929-02-15,British,http://en.wikipedia.org/wiki/Graham_Hill
1959,phil_hill,,,Phil,Hill,1927-04-20,American,http://en.wikipedia.org/wiki/Phil_Hill
1959,ireland,,,Innes,Ireland,1930-06-12,British,http://en.wikipedia.org/wiki/Innes_Ireland
1959,johnson,,,Eddie,Johnson,1919-02-10,American,http://en.wikipedia.org/wiki/Eddie_Johnson_(auto_racer)
1959,keller,,,Al,Keller,1920-04-11,American,http://en.wikipedia.org/wiki/Al_Keller
1959,larson,,,Jud,Larson,1923-01-21,American,http://en.wikipedia.org/wiki/Jud_Larson
1959,lovely,,,Pete,Lovely,1926-04-11,American,http://en.wikipedia.org/wiki/Pete_Lovely
1959,lucienbonnet,,,Jean,Lucienbonnet,1923-01-07,French,http://en.wikipedia.org/wiki/Jean_Lucienbonnet
1959,magill,,,Mike,Magill,1920-02-08,American,http://en.wikipedia.org/wiki/Mike_Magill
1959,mclaren,,,Bruce,McLaren,1937-08-30,New Zealander,http://en.wikipedia.org/wiki/Bruce_McLaren
1959,mcwithey,,,Jim,McWithey,1927-07-04,American,http://en.wikipedia.org/wiki/Jim_McWithey
1959,bill_moss,,,Bill,Moss,1933-09-04,British,http://en.wikipedia.org/wiki/Bill_Moss_(racing_driver)
1959,moss,,,Stirling,Moss,1929-09-17,British,http://en.wikipedia.org/wiki/Stirling_Moss
1959,naylor,,,Brian,Naylor,1923-03-24,British,http://en.wikipedia.org/wiki/Brian_Naylor
1959,parkes,,,Mike,Parkes,1931-09-24,British,http://en.wikipedia.org/wiki/Mike_Parkes
1959,parnell,,,Tim,Parnell,1932-06-25,British,http://en.wikipedia.org/wiki/Tim_Parnell
1959,piper,,,David,Piper,1930-12-02,British,http://en.wikipedia.org/wiki/David_Piper
1959,dick_rathmann,,,Dick,Rathmann,1924-01-06,American,http://en.wikipedia.org/wiki/Dick_Rathmann
1959,rathmann,,,Jim,Rathmann,1928-07-16,American,http://en.wikipedia.org/wiki/Jim_Rathmann
1959,paul_russo,,,Paul,Russo,1914-04-10,American,http://en.wikipedia.org/wiki/Paul_Russo
1959,sachs,,,Eddie,Sachs,1927-05-28,American,http://en.wikipedia.org/wiki/Eddie_Sachs
1959,said,,,Bob,Said,1932-05-05,American,http://en.wikipedia.org/wiki/Bob_Said
1959,salvadori,,,Roy,Salvadori,1922-05-12,British,http://en.wikipedia.org/wiki/Roy_Salvadori
1959,scarlatti,,,Giorgio,Scarlatti,1921-10-02,Italian,http://en.wikipedia.org/wiki/Giorgio_Scarlatti
1959,schell,,,Harry,Schell,1921-06-29,American,http://en.wikipedia.org/wiki/Harry_Schell
1959,shelby,,,Carroll,Shelby,1923-01-11,American,http://en.wikipedia.org/wiki/Carroll_Shelby
1959,stacey,,,Alan,Stacey,1933-08-29,British,http://en.wikipedia.org/wiki/Alan_Stacey
1959,sutton,,,Len,Sutton,1925-08-09,American,http://en.wikipedia.org/wiki/Len_Sutton
1959,mike_taylor,,,Mike,Taylor,1934-04-24,British,http://en.wikipedia.org/wiki/Mike_Taylor_(driver)
1959,dennis_taylor,,,Dennis,Taylor,1921-06-12,British,http://en.wikipedia.org/wiki/Dennis_Taylor_(racing_driver)
1959,henry_taylor,,,Henry,Taylor,1932-12-16,British,http://en.wikipedia.org/wiki/Henry_Taylor_(racing_driver)
1959,trevor_taylor,,,Trevor,Taylor,1936-12-26,British,http://en.wikipedia.org/wiki/Trevor_Taylor
1959,testut,,,André,Testut,1926-04-13,Monegasque,http://en.wikipedia.org/wiki/Andr%C3%A9_Testut
1959,thomson,,,Johnny,Thomson,1922-04-09,American,http://en.wikipedia.org/wiki/Johnny_Thomson
1959,trintignant,,,Maurice,Trintignant,1917-10-30,French,http://en.wikipedia.org/wiki/Maurice_Trintignant
1959,turner,,,Jack,Turner,1920-02-12,American,http://en.wikipedia.org/wiki/Jack_Turner_(driver)
1959,veith,,,Bob,Veith,1926-11-01,American,http://en.wikipedia.org/wiki/Bob_Veith
1959,trips,,,Wolfgang,von Trips,1928-05-04,German,http://en.wikipedia.org/wiki/Wolfgang_Graf_Berghe_von_Trips
1959,ward,,,Rodger,Ward,1921-01-10,American,http://en.wikipedia.org/wiki/Rodger_Ward
1959,weyant,,,Chuck,Weyant,1923-04-03,American,http://en.wikipedia.org/wiki/Chuck_Weyant
1960,allison,,,Cliff,Allison,1932-02-08,British,http://en.wikipedia.org/wiki/Cliff_Allison
1960,amick,,,Red,Amick,1929-01-19,American,http://en.wikipedia.org/wiki/Red_Amick
1960,barth,,,Edgar,Barth,1917-01-26,German,http://en.wikipedia.org/wiki/Edgar_Barth
1960,bettenhausen,,,Tony,Bettenhausen,1916-09-12,American,http://en.wikipedia.org/wiki/Tony_Bettenhausen
1960,bianchi,,BIA,Lucien,Bianchi,1934-11-10,Belgian,http://en.wikipedia.org/wiki/Lucien_Bianchi
1960,bonnier,,,Jo,Bonnier,1930-01-31,Swedish,http://en.wikipedia.org/wiki/Joakim_Bonnier
1960,bonomi,,,Roberto,Bonomi,1919-09-30,Argentine,http://en.wikipedia.org/wiki/Roberto_Bonomi
1960,boyd,,,Johnny,Boyd,1926-08-19,American,http://en.wikipedia.org/wiki/Johnny_Boyd
1960,jack_brabham,,,Jack,Brabham,1926-04-02,Australian,http://en.wikipedia.org/wiki/Jack_Brabham
1960,branson,,,Don,Branson,1920-06-02,American,http://en.wikipedia.org/wiki/Don_Branson
1960,bristow,,,Chris,Bristow,1937-12-02,British,http://en.wikipedia.org/wiki/Chris_Bristow
1960,brooks,,,Tony,Brooks,1932-02-25,British,http://en.wikipedia.org/wiki/Tony_Brooks
1960,bryan,,,Jimmy,Bryan,1926-01-28,American,http://en.wikipedia.org/wiki/Jimmy_Bryan
1960,burgess,,,Ian,Burgess,1930-07-06,British,http://en.wikipedia.org/wiki/Ian_Burgess
1960,cabianca,,,Giulio,Cabianca,1923-02-19,Italian,http://en.wikipedia.org/wiki/Giulio_Cabianca
1960,cabral,,,Mário de Araújo,Cabral,1934-01-15,Portuguese,http://en.wikipedia.org/wiki/Mario_de_Araujo_Cabral
1960,darter,,,Duane,Carter,1913-05-05,American,http://en.wikipedia.org/wiki/Duane_Carter
1960,chimeri,,,Ettore,Chimeri,1921-06-04,Venezuelan,http://en.wikipedia.org/wiki/Ettore_Chimeri
1960,christie,,,Bob,Christie,1924-04-04,American,http://en.wikipedia.org/wiki/Bob_Christie_(racing_driver)
1960,clark,,,Jim,Clark,1936-03-04,British,http://en.wikipedia.org/wiki/Jim_Clark
1960,creus,,,Antonio,Creus,1924-10-28,Spanish,http://en.wikipedia.org/wiki/Antonio_Creus
1960,daigh,,,Chuck,Daigh,1923-11-29,American,http://en.wikipedia.org/wiki/Chuck_Daigh
1960,beaufort,,,Carel Godin,de Beaufort,1934-04-10,Dutch,http://en.wikipedia.org/wiki/Carel_Godin_de_Beaufort
1960,drake,,,Bob,Drake,1919-12-14,American,http://en.wikipedia.org/wiki/Bob_Drake_(Formula_One)
1960,drogo,,,Piero,Drogo,1926-08-08,Italian,http://en.wikipedia.org/wiki/Piero_Drogo
1960,estefano,,,Nasif,Estéfano,1932-11-18,Argentine,http://en.wikipedia.org/wiki/Nasif_Est%C3%A9fano
1960,fairman,,,Jack,Fairman,1913-03-15,British,http://en.wikipedia.org/wiki/Jack_Fairman
1960,flockhart,,,Ron,Flockhart,1923-06-16,British,http://en.wikipedia.org/wiki/Ron_Flockhart_(auto_racing)
1960,force,,,Gene,Force,1916-06-15,American,http://en.wikipedia.org/wiki/Gene_Force
1960,foyt,,,Anthony,Foyt,1935-01-16,American,http://en.wikipedia.org/wiki/A.J._Foyt
1960,freeland,,,Don,Freeland,1925-03-25,American,http://en.wikipedia.org/wiki/Don_Freeland
1960,gamble,,,Fred,Gamble,1932-03-17,American,http://en.wikipedia.org/wiki/Fred_Gamble_(racing_driver)
1960,gendebien,,,Olivier,Gendebien,1924-01-12,Belgian,http://en.wikipedia.org/wiki/Olivier_Gendebien
1960,ginther,,,Richie,Ginther,1930-08-05,American,http://en.wikipedia.org/wiki/Richie_Ginther
1960,goldsmith,,,Paul,Goldsmith,1925-10-02,American,http://en.wikipedia.org/wiki/Paul_Goldsmith
1960,gonzalez,,,José Froilán,González,1922-10-05,Argentine,http://en.wikipedia.org/wiki/Jos%C3%A9_Froil%C3%A1n_Gonz%C3%A1lez
1960,gould,,,Horace,Gould,1918-09-20,British,http://en.wikipedia.org/wiki/Horace_Gould
1960,greene,,,Keith,Greene,1938-01-05,British,http://en.wikipedia.org/wiki/Keith_Greene
1960,gregory,,,Masten,Gregory,1932-02-29,American,http://en.wikipedia.org/wiki/Masten_Gregory
1960,grim,,,Bobby,Grim,1924-09-04,American,http://en.wikipedia.org/wiki/Bobby_Grim
1960,gurney,,,Dan,Gurney,1931-04-13,American,http://en.wikipedia.org/wiki/Dan_Gurney
1960,halford,,,Bruce,Halford,1931-05-18,British,http://en.wikipedia.org/wiki/Bruce_Halford
1960,hall,,,Jim,Hall,1935-07-23,American,http://en.wikipedia.org/wiki/Jim_Hall_(race_car_driver)
1960,hartley,,,Gene,Hartley,1926-01-28,American,http://en.wikipedia.org/wiki/Gene_Hartley
1960,herman,,,Al,Herman,1927-03-15,American,http://en.wikipedia.org/wiki/Al_Herman
1960,herrmann,,,Hans,Herrmann,1928-02-23,German,http://en.wikipedia.org/wiki/Hans_Herrmann
1960,hill,,,Graham,Hill,1929-02-15,British,http://en.wikipedia.org/wiki/Graham_Hill
1960,phil_hill,,,Phil,Hill,1927-04-20,American,http://en.wikipedia.org/wiki/Phil_Hill
1960,homeier,,,Bill,Homeier,1918-08-31,American,http://en.wikipedia.org/wiki/Bill_Homeier
1960,hurtubise,,,Jim,Hurtubise,1932-12-05,American,http://en.wikipedia.org/wiki/Jim_Hurtubise
1960,ireland,,,Innes,Ireland,1930-06-12,British,http://en.wikipedia.org/wiki/Innes_Ireland
1960,johnson,,,Eddie,Johnson,1919-02-10,American,http://en.wikipedia.org/wiki/Eddie_Johnson_(auto_racer)
1960,larreta,,,Alberto Rodriguez,Larreta,1934-01-14,Argentine,http://en.wikipedia.org/wiki/Alberto_Rodriguez_Larreta
1960,lovely,,,Pete,Lovely,1926-04-11,American,http://en.wikipedia.org/wiki/Pete_Lovely
1960,mairesse,,,Willy,Mairesse,1928-10-01,Belgian,http://en.wikipedia.org/wiki/Willy_Mairesse
1960,mclaren,,,Bruce,McLaren,1937-08-30,New Zealander,http://en.wikipedia.org/wiki/Bruce_McLaren
1960,mcwithey,,,Jim,McWithey,1927-07-04,American,http://en.wikipedia.org/wiki/Jim_McWithey
1960,menditeguy,,,Carlos,Menditeguy,1914-08-10,Argentine,http://en.wikipedia.org/wiki/Carlos_Menditeguy
1960,moss,,,Stirling,Moss,1929-09-17,British,http://en.wikipedia.org/wiki/Stirling_Moss
1960,munaron,,,Gino,Munaron,1928-04-02,Italian,http://en.wikipedia.org/wiki/Gino_Munaron
1960,naylor,,,Brian,Naylor,1923-03-24,British,http://en.wikipedia.org/wiki/Brian_Naylor
1960,owen,,,Arthur,Owen,1915-03-23,British,http://en.wikipedia.org/wiki/Arthur_Owen
1960,piper,,,David,Piper,1930-12-02,British,http://en.wikipedia.org/wiki/David_Piper
1960,dick_rathmann,,,Dick,Rathmann,1924-01-06,American,http://en.wikipedia.org/wiki/Dick_Rathmann
1960,rathmann,,,Jim,Rathmann,1928-07-16,American,http://en.wikipedia.org/wiki/Jim_Rathmann
1960,reventlow,,,Lance,Reventlow,1936-02-24,American,http://en.wikipedia.org/wiki/Lance_Reventlow
1960,ruby,,,Lloyd,Ruby,1928-01-12,American,http://en.wikipedia.org/wiki/Lloyd_Ruby
1960,russo,,,Eddie,Russo,1925-11-19,American,http://en.wikipedia.org/wiki/Eddie_Russo
1960,ruttman,,,Troy,Ruttman,1930-03-11,American,http://en.wikipedia.org/wiki/Troy_Ruttman
1960,sachs,,,Eddie,Sachs,1927-05-28,American,http://en.wikipedia.org/wiki/Eddie_Sachs
1960,salvadori,,,Roy,Salvadori,1922-05-12,British,http://en.wikipedia.org/wiki/Roy_Salvadori
1960,scarlatti,,,Giorgio,Scarlatti,1921-10-02,Italian,http://en.wikipedia.org/wiki/Giorgio_Scarlatti
1960,schell,,,Harry,Schell,1921-06-29,American,http://en.wikipedia.org/wiki/Harry_Schell
1960,seidel,,,Wolfgang,Seidel,1926-07-04,German,http://en.wikipedia.org/wiki/Wolfgang_Seidel
1960,stacey,,,Alan,Stacey,1933-08-29,British,http://en.wikipedia.org/wiki/Alan_Stacey
1960,stevenson,,,Chuck,Stevenson,1919-10-15,American,http://en.wikipedia.org/wiki/Chuck_Stevenson
1960,surtees,,,John,Surtees,1934-02-11,British,http://en.wikipedia.org/wiki/John_Surtees
1960,sutton,,,Len,Sutton,1925-08-09,American,http://en.wikipedia.org/wiki/Len_Sutton
1960,mike_taylor,,,Mike,Taylor,1934-04-24,British,http://en.wikipedia.org/wiki/Mike_Taylor_(driver)
1960,henry_taylor,,,Henry,Taylor,1932-12-16,British,http://en.wikipedia.org/wiki/Henry_Taylor_(racing_driver)
1960,templeman,,,Shorty,Templeman,1919-08-12,American,http://en.wikipedia.org/wiki/Shorty_Templeman
1960,thiele,,,Alfonso,Thiele,1920-04-05,American-Italian,http://en.wikipedia.org/wiki/Alfonso_Thiele
1960,thomson,,,Johnny,Thomson,1922-04-09,American,http://en.wikipedia.org/wiki/Johnny_Thomson
1960,tingelstad,,,Bud,Tingelstad,1928-04-04,American,http://en.wikipedia.org/wiki/Bud_Tingelstad
1960,trintignant,,,Maurice,Trintignant,1917-10-30,French,http://en.wikipedia.org/wiki/Maurice_Trintignant
1960,veith,,,Bob,Veith,1926-11-01,American,http://en.wikipedia.org/wiki/Bob_Veith
1960,trips,,,Wolfgang,von Trips,1928-05-04,German,http://en.wikipedia.org/wiki/Wolfgang_Graf_Berghe_von_Trips
1960,ward,,,Rodger,Ward,1921-01-10,American,http://en.wikipedia.org/wiki/Rodger_Ward
1960,weiler,,,Wayne,Weiler,1934-12-09,American,http://en.wikipedia.org/wiki/Wayne_Weiler
1960,dempsey_wilson,,,Dempsey,Wilson,1927-03-11,American,http://en.wikipedia.org/wiki/Dempsey_Wilson
1960,vic_wilson,,,Vic,Wilson,1931-04-14,British,http://en.wikipedia.org/wiki/Vic_Wilson_(motor_racing_driver)
1961,allison,,,Cliff,Allison,1932-02-08,British,http://en.wikipedia.org/wiki/Cliff_Allison
1961,ashmore,,,Gerry,Ashmore,1936-07-25,British,http://en.wikipedia.org/wiki/Gerry_Ashmore
1961,baghetti,,,Giancarlo,Baghetti,1934-12-25,Italian,http://en.wikipedia.org/wiki/Giancarlo_Baghetti
1961,bandini,,,Lorenzo,Bandini,1935-12-21,Italian,http://en.wikipedia.org/wiki/Lorenzo_Bandini
1961,barth,,,Edgar,Barth,1917-01-26,German,http://en.wikipedia.org/wiki/Edgar_Barth
1961,bianchi,,BIA,Lucien,Bianchi,1934-11-10,Belgian,http://en.wikipedia.org/wiki/Lucien_Bianchi
1961,boffa,,,Menato,Boffa,1930-01-04,Italian,http://en.wikipedia.org/wiki/Menato_Boffa
1961,bonnier,,,Jo,Bonnier,1930-01-31,Swedish,http://en.wikipedia.org/wiki/Joakim_Bonnier
1961,bordeu,,,Juan Manuel,Bordeu,1934-01-28,Argentine,http://en.wikipedia.org/wiki/Juan_Manuel_Bordeu
1961,jack_brabham,,,Jack,Brabham,1926-04-02,Australian,http://en.wikipedia.org/wiki/Jack_Brabham
1961,brooks,,,Tony,Brooks,1932-02-25,British,http://en.wikipedia.org/wiki/Tony_Brooks
1961,burgess,,,Ian,Burgess,1930-07-06,British,http://en.wikipedia.org/wiki/Ian_Burgess
1961,bussinello,,,Roberto,Bussinello,1927-10-04,Italian,http://en.wikipedia.org/wiki/Roberto_Bussinello
1961,campbell-jones,,,John,Campbell-Jones,1930-01-21,British,http://en.wikipedia.org/wiki/John_Campbell-Jones
1961,clark,,,Jim,Clark,1936-03-04,British,http://en.wikipedia.org/wiki/Jim_Clark
1961,collomb,,,Bernard,Collomb,1930-10-07,French,http://en.wikipedia.org/wiki/Bernard_Collomb
1961,beaufort,,,Carel Godin,de Beaufort,1934-04-10,Dutch,http://en.wikipedia.org/wiki/Carel_Godin_de_Beaufort
1961,duke,,,Geoff,Duke,1923-03-29,British,http://en.wikipedia.org/wiki/Geoff_Duke
1961,fairman,,,Jack,Fairman,1913-03-15,British,http://en.wikipedia.org/wiki/Jack_Fairman
1961,gendebien,,,Olivier,Gendebien,1924-01-12,Belgian,http://en.wikipedia.org/wiki/Olivier_Gendebien
1961,ginther,,,Richie,Ginther,1930-08-05,American,http://en.wikipedia.org/wiki/Richie_Ginther
1961,greene,,,Keith,Greene,1938-01-05,British,http://en.wikipedia.org/wiki/Keith_Greene
1961,gregory,,,Masten,Gregory,1932-02-29,American,http://en.wikipedia.org/wiki/Masten_Gregory
1961,gurney,,,Dan,Gurney,1931-04-13,American,http://en.wikipedia.org/wiki/Dan_Gurney
1961,hall,,,Jim,Hall,1935-07-23,American,http://en.wikipedia.org/wiki/Jim_Hall_(race_car_driver)
1961,hansgen,,,Walt,Hansgen,1919-10-28,American,http://en.wikipedia.org/wiki/Walt_Hansgen
1961,herrmann,,,Hans,Herrmann,1928-02-23,German,http://en.wikipedia.org/wiki/Hans_Herrmann
1961,hill,,,Graham,Hill,1929-02-15,British,http://en.wikipedia.org/wiki/Graham_Hill
1961,phil_hill,,,Phil,Hill,1927-04-20,American,http://en.wikipedia.org/wiki/Phil_Hill
1961,ireland,,,Innes,Ireland,1930-06-12,British,http://en.wikipedia.org/wiki/Innes_Ireland
1961,lewis,,,Jackie,Lewis,1936-11-01,British,http://en.wikipedia.org/wiki/Jackie_Lewis
1961,lippi,,,Roberto,Lippi,1926-10-17,Italian,http://en.wikipedia.org/wiki/Roberto_Lippi
1961,maggs,,,Tony,Maggs,1937-02-09,South African,http://en.wikipedia.org/wiki/Tony_Maggs
1961,mairesse,,,Willy,Mairesse,1928-10-01,Belgian,http://en.wikipedia.org/wiki/Willy_Mairesse
1961,marsh,,,Tony,Marsh,1931-07-20,British,http://en.wikipedia.org/wiki/Tony_Marsh_(racing_driver)
1961,may,,,Michael,May,1934-08-18,Swiss,http://en.wikipedia.org/wiki/Michael_May_(racing_driver)
1961,mclaren,,,Bruce,McLaren,1937-08-30,New Zealander,http://en.wikipedia.org/wiki/Bruce_McLaren
1961,ken_miles,,,Ken,Miles,1918-11-01,British,http://en.wikipedia.org/wiki/Ken_Miles
1961,monteverdi,,,Peter,Monteverdi,1934-06-07,Swiss,http://en.wikipedia.org/wiki/Peter_Monteverdi
1961,moss,,,Stirling,Moss,1929-09-17,British,http://en.wikipedia.org/wiki/Stirling_Moss
1961,natili,,,Massimo,Natili,1935-07-28,Italian,http://en.wikipedia.org/wiki/Massimo_Natili
1961,naylor,,,Brian,Naylor,1923-03-24,British,http://en.wikipedia.org/wiki/Brian_Naylor
1961,parnell,,,Tim,Parnell,1932-06-25,British,http://en.wikipedia.org/wiki/Tim_Parnell
1961,penske,,,Roger,Penske,1937-02-20,American,http://en.wikipedia.org/wiki/Roger_Penske
1961,andre_pilette,,,André,Pilette,1918-10-06,Belgian,http://en.wikipedia.org/wiki/Andr%C3%A9_Pilette
1961,pirocchi,,,Renato,Pirocchi,1933-03-26,Italian,http://en.wikipedia.org/wiki/Renato_Pirocchi
1961,prinoth,,,Ernesto,Prinoth,1923-04-15,Italian,http://en.wikipedia.org/wiki/Ernesto_Prinoth
1961,ricardo_rodriguez,,,Ricardo,Rodríguez,1942-02-14,Mexican,http://en.wikipedia.org/wiki/Ricardo_Rodr%C3%ADguez_(Formula_One)
1961,ruby,,,Lloyd,Ruby,1928-01-12,American,http://en.wikipedia.org/wiki/Lloyd_Ruby
1961,ryan,,,Peter,Ryan,1940-06-10,Canadian,http://en.wikipedia.org/wiki/Peter_Ryan_(driver)
1961,salvadori,,,Roy,Salvadori,1922-05-12,British,http://en.wikipedia.org/wiki/Roy_Salvadori
1961,scarlatti,,,Giorgio,Scarlatti,1921-10-02,Italian,http://en.wikipedia.org/wiki/Giorgio_Scarlatti
1961,seidel,,,Wolfgang,Seidel,1926-07-04,German,http://en.wikipedia.org/wiki/Wolfgang_Seidel
1961,sharp,,,Hap,Sharp,1928-01-01,American,http://en.wikipedia.org/wiki/Hap_Sharp
1961,starrabba,,,Gaetano,Starrabba,1932-12-03,Italian,http://en.wikipedia.org/wiki/Gaetano_Starrabba
1961,surtees,,,John,Surtees,1934-02-11,British,http://en.wikipedia.org/wiki/John_Surtees
1961,henry_taylor,,,Henry,Taylor,1932-12-16,British,http://en.wikipedia.org/wiki/Henry_Taylor_(racing_driver)
1961,trevor_taylor,,,Trevor,Taylor,1936-12-26,British,http://en.wikipedia.org/wiki/Trevor_Taylor
1961,thiele,,,Alfonso,Thiele,1920-04-05,American-Italian,http://en.wikipedia.org/wiki/Alfonso_Thiele
1961,trintignant,,,Maurice,Trintignant,1917-10-30,French,http://en.wikipedia.org/wiki/Maurice_Trintignant
1961,vaccarella,,,Nino,Vaccarella,1933-03-04,Italian,http://en.wikipedia.org/wiki/Nino_Vaccarella
1961,trips,,,Wolfgang,von Trips,1928-05-04,German,http://en.wikipedia.org/wiki/Wolfgang_Graf_Berghe_von_Trips
1962,abate,,,Carlo,Abate,1932-07-10,Italian,http://en.wikipedia.org/wiki/Carlo_Mario_Abate
1962,arundell,,,Peter,Arundell,1933-11-08,British,http://en.wikipedia.org/wiki/Peter_Arundell
1962,ashmore,,,Gerry,Ashmore,1936-07-25,British,http://en.wikipedia.org/wiki/Gerry_Ashmore
1962,baghetti,,,Giancarlo,Baghetti,1934-12-25,Italian,http://en.wikipedia.org/wiki/Giancarlo_Baghetti
1962,bandini,,,Lorenzo,Bandini,1935-12-21,Italian,http://en.wikipedia.org/wiki/Lorenzo_Bandini
1962,bianchi,,BIA,Lucien,Bianchi,1934-11-10,Belgian,http://en.wikipedia.org/wiki/Lucien_Bianchi
1962,bonnier,,,Jo,Bonnier,1930-01-31,Swedish,http://en.wikipedia.org/wiki/Joakim_Bonnier
